voiceID,duration,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median
B2LBULCAAS94M100120171057.wav,43.78125,123.3715048247788,22.64879998514321,8.812384861179334,0.02438807649412436,0.0001982723152784582,0.010777964932639342,0.013218301140723547,0.032333894797918025,0.11406606725941876,1.0792683564407388,0.04345122524178404,0.06498046846067015,0.1147631535668641,0.13035367572535211,556.5099902613606,1583.3555980083313,2586.256431149022,3583.1234301208624,512.6660218048005,1453.9921697962675,2463.7679835759427,3527.897177567359
